t,Sv0,Sv1,Sh0,Sr0,Sr1,Sr2,Sr3,Sr4,Sr5,Sr6,Iv0,Iv1,Ih0,Ir0,Ir1,Ir2,Ir3,Ir4,Ir5,Ir6,Rv0,Rv1,Rh0,Rr0,Rr1,Rr2,Rr3,Rr4,Rr5,Rr6,cumIv0,cumIv1,cumIh0,cumIr0,cumIr1,cumIr2,cumIr3,cumIr4,cumIr5,cumIr6,cumIv,pIv,pIh,pIr
669,0.08687,0.08687,0.0659339,0.0601649,0.0601649,0.0601649,0.0601649,0.0601649,0.0601649,0.0601649,0.000560509,0.000560509,0.0017335,0.00206132,0.00206132,0.00206132,0.00206132,0.00206132,0.00206132,0.00206132,0.0125695,0.0125695,0.0323326,0.0377738,0.0377738,0.0377738,0.0377738,0.0377738,0.0377738,0.0377738,0.0378338,0.0378338,0.0852846,0.0982305,0.0982305,0.0982305,0.0982305,0.0982305,0.0982305,0.0982305,0.0756676,0.00560509,0.017335,0.0206132
670,0.0868342,0.0868342,0.065808,0.0600145,0.0600145,0.0600145,0.0600145,0.0600145,0.0600145,0.0600145,0.000565125,0.000565125,0.00174517,0.00207411,0.00207411,0.00207411,0.00207411,0.00207411,0.00207411,0.00207411,0.0126007,0.0126007,0.0324468,0.0379114,0.0379114,0.0379114,0.0379114,0.0379114,0.0379114,0.0379114,0.0379041,0.0379041,0.0854992,0.0984846,0.0984846,0.0984846,0.0984846,0.0984846,0.0984846,0.0984846,0.0758082,0.00565125,0.0174517,0.0207411
671,0.0867981,0.0867981,0.0656815,0.0598636,0.0598636,0.0598636,0.0598636,0.0598636,0.0598636,0.0598636,0.000569618,0.000569618,0.00175639,0.00208635,0.00208635,0.00208635,0.00208635,0.00208635,0.00208635,0.00208635,0.0126323,0.0126323,0.0325621,0.0380501,0.0380501,0.0380501,0.0380501,0.0380501,0.0380501,0.0380501,0.0379748,0.0379748,0.0857148,0.0987396,0.0987396,0.0987396,0.0987396,0.0987396,0.0987396,0.0987396,0.0759496,0.00569618,0.0175639,0.0208635
672,0.0867616,0.0867616,0.0655545,0.0597122,0.0597122,0.0597122,0.0597122,0.0597122,0.0597122,0.0597122,0.000573985,0.000573985,0.00176717,0.00209804,0.00209804,0.00209804,0.00209804,0.00209804,0.00209804,0.00209804,0.0126644,0.0126644,0.0326783,0.0381898,0.0381898,0.0381898,0.0381898,0.0381898,0.0381898,0.0381898,0.0380459,0.0380459,0.0859311,0.0989954,0.0989954,0.0989954,0.0989954,0.0989954,0.0989954,0.0989954,0.0760918,0.00573985,0.0176717,0.0209804
673,0.0867249,0.0867249,0.0654271,0.0595604,0.0595604,0.0595604,0.0595604,0.0595604,0.0595604,0.0595604,0.000578221,0.000578221,0.00177748,0.00210916,0.00210916,0.00210916,0.00210916,0.00210916,0.00210916,0.00210916,0.0126969,0.0126969,0.0327954,0.0383305,0.0383305,0.0383305,0.0383305,0.0383305,0.0383305,0.0383305,0.0381174,0.0381174,0.0861483,0.099252,0.099252,0.099252,0.099252,0.099252,0.099252,0.099252,0.0762347,0.00578221,0.0177748,0.0210916
674,0.0866879,0.0866879,0.0652993,0.0594083,0.0594083,0.0594083,0.0594083,0.0594083,0.0594083,0.0594083,0.000582321,0.000582321,0.00178732,0.0021197,0.0021197,0.0021197,0.0021197,0.0021197,0.0021197,0.0021197,0.0127298,0.0127298,0.0329134,0.038472,0.038472,0.038472,0.038472,0.038472,0.038472,0.038472,0.0381892,0.0381892,0.0863661,0.0995093,0.0995093,0.0995093,0.0995093,0.0995093,0.0995093,0.0995093,0.0763784,0.00582321,0.0178732,0.021197
675,0.0866507,0.0866507,0.0651711,0.059256,0.059256,0.059256,0.059256,0.059256,0.059256,0.059256,0.000586281,0.000586281,0.00179667,0.00212964,0.00212964,0.00212964,0.00212964,0.00212964,0.00212964,0.00212964,0.012763,0.012763,0.0330322,0.0386143,0.0386143,0.0386143,0.0386143,0.0386143,0.0386143,0.0386143,0.0382613,0.0382613,0.0865846,0.0997672,0.0997672,0.0997672,0.0997672,0.0997672,0.0997672,0.0997672,0.0765226,0.00586281,0.0179667,0.0212964
676,0.0866132,0.0866132,0.0650428,0.0591036,0.0591036,0.0591036,0.0591036,0.0591036,0.0591036,0.0591036,0.000590098,0.000590098,0.00180554,0.00213899,0.00213899,0.00213899,0.00213899,0.00213899,0.00213899,0.00213899,0.0127967,0.0127967,0.0331517,0.0387574,0.0387574,0.0387574,0.0387574,0.0387574,0.0387574,0.0387574,0.0383338,0.0383338,0.0868036,0.100026,0.100026,0.100026,0.100026,0.100026,0.100026,0.100026,0.0766676,0.00590098,0.0180554,0.0213899
677,0.0865756,0.0865756,0.0649142,0.0589511,0.0589511,0.0589511,0.0589511,0.0589511,0.0589511,0.0589511,0.000593768,0.000593768,0.0018139,0.00214772,0.00214772,0.00214772,0.00214772,0.00214772,0.00214772,0.00214772,0.0128306,0.0128306,0.0332719,0.0389011,0.0389011,0.0389011,0.0389011,0.0389011,0.0389011,0.0389011,0.0384065,0.0384065,0.0870231,0.100284,0.100284,0.100284,0.100284,0.100284,0.100284,0.100284,0.076813,0.00593768,0.018139,0.0214772
678,0.0865378,0.0865378,0.0647855,0.0587987,0.0587987,0.0587987,0.0587987,0.0587987,0.0587987,0.0587987,0.000597287,0.000597287,0.00182175,0.00215584,0.00215584,0.00215584,0.00215584,0.00215584,0.00215584,0.00215584,0.0128649,0.0128649,0.0333927,0.0390455,0.0390455,0.0390455,0.0390455,0.0390455,0.0390455,0.0390455,0.0384795,0.0384795,0.0872431,0.100544,0.100544,0.100544,0.100544,0.100544,0.100544,0.100544,0.0769591,0.00597287,0.0182175,0.0215584
679,0.0864998,0.0864998,0.0646568,0.0586464,0.0586464,0.0586464,0.0586464,0.0586464,0.0586464,0.0586464,0.000600651,0.000600651,0.00182909,0.00216333,0.00216333,0.00216333,0.00216333,0.00216333,0.00216333,0.00216333,0.0128995,0.0128995,0.0335141,0.0391903,0.0391903,0.0391903,0.0391903,0.0391903,0.0391903,0.0391903,0.0385528,0.0385528,0.0874635,0.100803,0.100803,0.100803,0.100803,0.100803,0.100803,0.100803,0.0771056,0.00600651,0.0182909,0.0216333
680,0.0864617,0.0864617,0.0645282,0.0584942,0.0584942,0.0584942,0.0584942,0.0584942,0.0584942,0.0584942,0.000603857,0.000603857,0.00183591,0.00217019,0.00217019,0.00217019,0.00217019,0.00217019,0.00217019,0.00217019,0.0129344,0.0129344,0.0336359,0.0393356,0.0393356,0.0393356,0.0393356,0.0393356,0.0393356,0.0393356,0.0386263,0.0386263,0.0876841,0.101063,0.101063,0.101063,0.101063,0.101063,0.101063,0.101063,0.0772526,0.00603857,0.0183591,0.0217019
681,0.0864235,0.0864235,0.0643996,0.0583424,0.0583424,0.0583424,0.0583424,0.0583424,0.0583424,0.0583424,0.000606903,0.000606903,0.00184219,0.00217642,0.00217642,0.00217642,0.00217642,0.00217642,0.00217642,0.00217642,0.0129696,0.0129696,0.0337582,0.0394812,0.0394812,0.0394812,0.0394812,0.0394812,0.0394812,0.0394812,0.0387,0.0387,0.087905,0.101323,0.101323,0.101323,0.101323,0.101323,0.101323,0.101323,0.0773999,0.00606903,0.0184219,0.0217642
682,0.0863852,0.0863852,0.0642712,0.0581908,0.0581908,0.0581908,0.0581908,0.0581908,0.0581908,0.0581908,0.000609785,0.000609785,0.00184795,0.00218201,0.00218201,0.00218201,0.00218201,0.00218201,0.00218201,0.00218201,0.013005,0.013005,0.0338809,0.0396272,0.0396272,0.0396272,0.0396272,0.0396272,0.0396272,0.0396272,0.0387738,0.0387738,0.0881261,0.101583,0.101583,0.101583,0.101583,0.101583,0.101583,0.101583,0.0775477,0.00609785,0.0184795,0.0218201
683,0.0863469,0.0863469,0.064143,0.0580397,0.0580397,0.0580397,0.0580397,0.0580397,0.0580397,0.0580397,0.000612501,0.000612501,0.00185317,0.00218696,0.00218696,0.00218696,0.00218696,0.00218696,0.00218696,0.00218696,0.0130406,0.0130406,0.0340038,0.0397733,0.0397733,0.0397733,0.0397733,0.0397733,0.0397733,0.0397733,0.0388479,0.0388479,0.0883473,0.101842,0.101842,0.101842,0.101842,0.101842,0.101842,0.101842,0.0776958,0.00612501,0.0185317,0.0218696
684,0.0863085,0.0863085,0.0640151,0.0578891,0.0578891,0.0578891,0.0578891,0.0578891,0.0578891,0.0578891,0.000615049,0.000615049,0.00185785,0.00219126,0.00219126,0.00219126,0.00219126,0.00219126,0.00219126,0.00219126,0.0130765,0.0130765,0.034127,0.0399196,0.0399196,0.0399196,0.0399196,0.0399196,0.0399196,0.0399196,0.038922,0.038922,0.0885685,0.102102,0.102102,0.102102,0.102102,0.102102,0.102102,0.102102,0.0778441,0.00615049,0.0185785,0.0219126
685,0.0862701,0.0862701,0.0638876,0.0577391,0.0577391,0.0577391,0.0577391,0.0577391,0.0577391,0.0577391,0.000617426,0.000617426,0.00186198,0.00219491,0.00219491,0.00219491,0.00219491,0.00219491,0.00219491,0.00219491,0.0131125,0.0131125,0.0342504,0.0400659,0.0400659,0.0400659,0.0400659,0.0400659,0.0400659,0.0400659,0.0389963,0.0389963,0.0887896,0.102362,0.102362,0.102362,0.102362,0.102362,0.102362,0.102362,0.0779927,0.00617426,0.0186198,0.0219491
686,0.0862317,0.0862317,0.0637605,0.0575898,0.0575898,0.0575898,0.0575898,0.0575898,0.0575898,0.0575898,0.000619631,0.000619631,0.00186557,0.00219792,0.00219792,0.00219792,0.00219792,0.00219792,0.00219792,0.00219792,0.0131487,0.0131487,0.0343739,0.0402123,0.0402123,0.0402123,0.0402123,0.0402123,0.0402123,0.0402123,0.0390707,0.0390707,0.0890107,0.102621,0.102621,0.102621,0.102621,0.102621,0.102621,0.102621,0.0781414,0.00619631,0.0186557,0.0219792
687,0.0861933,0.0861933,0.063634,0.0574412,0.0574412,0.0574412,0.0574412,0.0574412,0.0574412,0.0574412,0.000621661,0.000621661,0.00186862,0.00220027,0.00220027,0.00220027,0.00220027,0.00220027,0.00220027,0.00220027,0.0131851,0.0131851,0.0344974,0.0403585,0.0403585,0.0403585,0.0403585,0.0403585,0.0403585,0.0403585,0.0391452,0.0391452,0.0892317,0.10288,0.10288,0.10288,0.10288,0.10288,0.10288,0.10288,0.0782904,0.00621661,0.0186862,0.0220027
688,0.0861549,0.0861549,0.063508,0.0572934,0.0572934,0.0572934,0.0572934,0.0572934,0.0572934,0.0572934,0.000623515,0.000623515,0.00187111,0.00220199,0.00220199,0.00220199,0.00220199,0.00220199,0.00220199,0.00220199,0.0132215,0.0132215,0.0346209,0.0405046,0.0405046,0.0405046,0.0405046,0.0405046,0.0405046,0.0405046,0.0392197,0.0392197,0.0894524,0.103139,0.103139,0.103139,0.103139,0.103139,0.103139,0.103139,0.0784394,0.00623515,0.0187111,0.0220199
689,0.0861167,0.0861167,0.0633826,0.0571465,0.0571465,0.0571465,0.0571465,0.0571465,0.0571465,0.0571465,0.000625193,0.000625193,0.00187307,0.00220306,0.00220306,0.00220306,0.00220306,0.00220306,0.00220306,0.00220306,0.0132581,0.0132581,0.0347444,0.0406505,0.0406505,0.0406505,0.0406505,0.0406505,0.0406505,0.0406505,0.0392942,0.0392942,0.0896728,0.103397,0.103397,0.103397,0.103397,0.103397,0.103397,0.103397,0.0785884,0.00625193,0.0187307,0.0220306
690,0.0860785,0.0860785,0.0632578,0.0570005,0.0570005,0.0570005,0.0570005,0.0570005,0.0570005,0.0570005,0.000626693,0.000626693,0.00187448,0.00220349,0.00220349,0.00220349,0.00220349,0.00220349,0.00220349,0.00220349,0.0132948,0.0132948,0.0348677,0.040796,0.040796,0.040796,0.040796,0.040796,0.040796,0.040796,0.0393688,0.0393688,0.0898928,0.103654,0.103654,0.103654,0.103654,0.103654,0.103654,0.103654,0.0787375,0.00626693,0.0187448,0.0220349
691,0.0860405,0.0860405,0.0631339,0.0568555,0.0568555,0.0568555,0.0568555,0.0568555,0.0568555,0.0568555,0.000628014,0.000628014,0.00187534,0.00220328,0.00220328,0.00220328,0.00220328,0.00220328,0.00220328,0.00220328,0.0133315,0.0133315,0.0349908,0.0409412,0.0409412,0.0409412,0.0409412,0.0409412,0.0409412,0.0409412,0.0394433,0.0394433,0.0901125,0.103911,0.103911,0.103911,0.103911,0.103911,0.103911,0.103911,0.0788866,0.00628014,0.0187534,0.0220328
692,0.0860025,0.0860025,0.0630107,0.0567117,0.0567117,0.0567117,0.0567117,0.0567117,0.0567117,0.0567117,0.000629156,0.000629156,0.00187567,0.00220245,0.00220245,0.00220245,0.00220245,0.00220245,0.00220245,0.00220245,0.0133683,0.0133683,0.0351136,0.0410859,0.0410859,0.0410859,0.0410859,0.0410859,0.0410859,0.0410859,0.0395178,0.0395178,0.0903317,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.0790356,0.00629156,0.0187567,0.0220245
693,0.0859648,0.0859648,0.0628884,0.056569,0.056569,0.056569,0.056569,0.056569,0.056569,0.056569,0.000630119,0.000630119,0.00187546,0.00220098,0.00220098,0.00220098,0.00220098,0.00220098,0.00220098,0.00220098,0.0134051,0.0134051,0.0352361,0.04123,0.04123,0.04123,0.04123,0.04123,0.04123,0.04123,0.0395922,0.0395922,0.0905503,0.104423,0.104423,0.104423,0.104423,0.104423,0.104423,0.104423,0.0791845,0.00630119,0.0187546,0.0220098
694,0.0859272,0.0859272,0.0627671,0.0564275,0.0564275,0.0564275,0.0564275,0.0564275,0.0564275,0.0564275,0.000630903,0.000630903,0.00187472,0.0021989,0.0021989,0.0021989,0.0021989,0.0021989,0.0021989,0.0021989,0.0134419,0.0134419,0.0353582,0.0413736,0.0413736,0.0413736,0.0413736,0.0413736,0.0413736,0.0413736,0.0396666,0.0396666,0.0907684,0.104678,0.104678,0.104678,0.104678,0.104678,0.104678,0.104678,0.0793332,0.00630903,0.0187472,0.021989
695,0.0858898,0.0858898,0.0626467,0.0562873,0.0562873,0.0562873,0.0562873,0.0562873,0.0562873,0.0562873,0.000631508,0.000631508,0.00187345,0.0021962,0.0021962,0.0021962,0.0021962,0.0021962,0.0021962,0.0021962,0.0134787,0.0134787,0.0354799,0.0415165,0.0415165,0.0415165,0.0415165,0.0415165,0.0415165,0.0415165,0.0397408,0.0397408,0.0909858,0.104931,0.104931,0.104931,0.104931,0.104931,0.104931,0.104931,0.0794817,0.00631508,0.0187345,0.021962
696,0.0858526,0.0858526,0.0625273,0.0561485,0.0561485,0.0561485,0.0561485,0.0561485,0.0561485,0.0561485,0.000631934,0.000631934,0.00187165,0.00219291,0.00219291,0.00219291,0.00219291,0.00219291,0.00219291,0.00219291,0.0135154,0.0135154,0.035601,0.0416586,0.0416586,0.0416586,0.0416586,0.0416586,0.0416586,0.0416586,0.039815,0.039815,0.0912026,0.105184,0.105184,0.105184,0.105184,0.105184,0.105184,0.105184,0.07963,0.00631934,0.0187165,0.0219291
697,0.0858157,0.0858157,0.0624091,0.056011,0.056011,0.056011,0.056011,0.056011,0.056011,0.056011,0.000632182,0.000632182,0.00186935,0.00218901,0.00218901,0.00218901,0.00218901,0.00218901,0.00218901,0.00218901,0.0135521,0.0135521,0.0357216,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.0418,0.039889,0.039889,0.0914185,0.105436,0.105436,0.105436,0.105436,0.105436,0.105436,0.105436,0.079778,0.00632182,0.0186935,0.0218901
698,0.085779,0.085779,0.0622919,0.055875,0.055875,0.055875,0.055875,0.055875,0.055875,0.055875,0.000632254,0.000632254,0.00186653,0.00218453,0.00218453,0.00218453,0.00218453,0.00218453,0.00218453,0.00218453,0.0135887,0.0135887,0.0358415,0.0419405,0.0419405,0.0419405,0.0419405,0.0419405,0.0419405,0.0419405,0.0399628,0.0399628,0.0916337,0.105687,0.105687,0.105687,0.105687,0.105687,0.105687,0.105687,0.0799257,0.00632254,0.0186653,0.0218453
699,0.0857427,0.0857427,0.062176,0.0557405,0.0557405,0.0557405,0.0557405,0.0557405,0.0557405,0.0557405,0.00063215,0.00063215,0.00186321,0.00217948,0.00217948,0.00217948,0.00217948,0.00217948,0.00217948,0.00217948,0.0136252,0.0136252,0.0359608,0.04208,0.04208,0.04208,0.04208,0.04208,0.04208,0.04208,0.0400365,0.0400365,0.091848,0.105936,0.105936,0.105936,0.105936,0.105936,0.105936,0.105936,0.080073,0.0063215,0.0186321,0.0217948
700,0.0857066,0.0857066,0.0620613,0.0556076,0.0556076,0.0556076,0.0556076,0.0556076,0.0556076,0.0556076,0.000631872,0.000631872,0.0018594,0.00217386,0.00217386,0.00217386,0.00217386,0.00217386,0.00217386,0.00217386,0.0136616,0.0136616,0.0360793,0.0422185,0.0422185,0.0422185,0.0422185,0.0422185,0.0422185,0.0422185,0.04011,0.04011,0.0920614,0.106185,0.106185,0.106185,0.106185,0.106185,0.106185,0.106185,0.08022,0.00631872,0.018594,0.0217386
701,0.0856708,0.0856708,0.0619479,0.0554763,0.0554763,0.0554763,0.0554763,0.0554763,0.0554763,0.0554763,0.000631422,0.000631422,0.0018551,0.00216768,0.00216768,0.00216768,0.00216768,0.00216768,0.00216768,0.00216768,0.0136978,0.0136978,0.036197,0.042356,0.042356,0.042356,0.042356,0.042356,0.042356,0.042356,0.0401833,0.0401833,0.0922738,0.106432,0.106432,0.106432,0.106432,0.106432,0.106432,0.106432,0.0803665,0.00631422,0.018551,0.0216768
702,0.0856353,0.0856353,0.0618358,0.0553467,0.0553467,0.0553467,0.0553467,0.0553467,0.0553467,0.0553467,0.0006308,0.0006308,0.00185033,0.00216097,0.00216097,0.00216097,0.00216097,0.00216097,0.00216097,0.00216097,0.0137339,0.0137339,0.0363139,0.0424923,0.0424923,0.0424923,0.0424923,0.0424923,0.0424923,0.0424923,0.0402563,0.0402563,0.0924852,0.106678,0.106678,0.106678,0.106678,0.106678,0.106678,0.106678,0.0805126,0.006308,0.0185033,0.0216097
703,0.0856002,0.0856002,0.061725,0.0552188,0.0552188,0.0552188,0.0552188,0.0552188,0.0552188,0.0552188,0.000630011,0.000630011,0.00184509,0.00215372,0.00215372,0.00215372,0.00215372,0.00215372,0.00215372,0.00215372,0.0137698,0.0137698,0.0364299,0.0426274,0.0426274,0.0426274,0.0426274,0.0426274,0.0426274,0.0426274,0.0403291,0.0403291,0.0926956,0.106922,0.106922,0.106922,0.106922,0.106922,0.106922,0.106922,0.0806581,0.00630011,0.0184509,0.0215372
704,0.0855655,0.0855655,0.0616157,0.0550927,0.0550927,0.0550927,0.0550927,0.0550927,0.0550927,0.0550927,0.000629054,0.000629054,0.0018394,0.00214596,0.00214596,0.00214596,0.00214596,0.00214596,0.00214596,0.00214596,0.0138054,0.0138054,0.0365449,0.0427614,0.0427614,0.0427614,0.0427614,0.0427614,0.0427614,0.0427614,0.0404016,0.0404016,0.0929049,0.107165,0.107165,0.107165,0.107165,0.107165,0.107165,0.107165,0.0808031,0.00629054,0.018394,0.0214596
705,0.0855312,0.0855312,0.0615079,0.0549684,0.0549684,0.0549684,0.0549684,0.0549684,0.0549684,0.0549684,0.000627934,0.000627934,0.00183325,0.00213769,0.00213769,0.00213769,0.00213769,0.00213769,0.00213769,0.00213769,0.0138409,0.0138409,0.0366589,0.042894,0.042894,0.042894,0.042894,0.042894,0.042894,0.042894,0.0404738,0.0404738,0.093113,0.107407,0.107407,0.107407,0.107407,0.107407,0.107407,0.107407,0.0809476,0.00627934,0.0183325,0.0213769
706,0.0854972,0.0854972,0.0614015,0.0548459,0.0548459,0.0548459,0.0548459,0.0548459,0.0548459,0.0548459,0.000626652,0.000626652,0.00182667,0.00212894,0.00212894,0.00212894,0.00212894,0.00212894,0.00212894,0.00212894,0.0138761,0.0138761,0.0367718,0.0430252,0.0430252,0.0430252,0.0430252,0.0430252,0.0430252,0.0430252,0.0405457,0.0405457,0.09332,0.107647,0.107647,0.107647,0.107647,0.107647,0.107647,0.107647,0.0810914,0.00626652,0.0182667,0.0212894
707,0.0854637,0.0854637,0.0612966,0.0547253,0.0547253,0.0547253,0.0547253,0.0547253,0.0547253,0.0547253,0.000625211,0.000625211,0.00181967,0.00211971,0.00211971,0.00211971,0.00211971,0.00211971,0.00211971,0.00211971,0.0139111,0.0139111,0.0368837,0.043155,0.043155,0.043155,0.043155,0.043155,0.043155,0.043155,0.0406173,0.0406173,0.0935258,0.107886,0.107886,0.107886,0.107886,0.107886,0.107886,0.107886,0.0812346,0.00625211,0.0181967,0.0211971
708,0.0854306,0.0854306,0.0611933,0.0546066,0.0546066,0.0546066,0.0546066,0.0546066,0.0546066,0.0546066,0.000623615,0.000623615,0.00181226,0.00211002,0.00211002,0.00211002,0.00211002,0.00211002,0.00211002,0.00211002,0.0139458,0.0139458,0.0369944,0.0432834,0.0432834,0.0432834,0.0432834,0.0432834,0.0432834,0.0432834,0.0406886,0.0406886,0.0937303,0.108123,0.108123,0.108123,0.108123,0.108123,0.108123,0.108123,0.0813771,0.00623615,0.0181226,0.0211002
709,0.0853979,0.0853979,0.0610916,0.0544898,0.0544898,0.0544898,0.0544898,0.0544898,0.0544898,0.0544898,0.000621866,0.000621866,0.00180444,0.00209988,0.00209988,0.00209988,0.00209988,0.00209988,0.00209988,0.00209988,0.0139802,0.0139802,0.0371039,0.0434103,0.0434103,0.0434103,0.0434103,0.0434103,0.0434103,0.0434103,0.0407595,0.0407595,0.0939335,0.108358,0.108358,0.108358,0.108358,0.108358,0.108358,0.108358,0.081519,0.00621866,0.0180444,0.0209988
710,0.0853657,0.0853657,0.0609916,0.0543751,0.0543751,0.0543751,0.0543751,0.0543751,0.0543751,0.0543751,0.000619968,0.000619968,0.00179624,0.00208932,0.00208932,0.00208932,0.00208932,0.00208932,0.00208932,0.00208932,0.0140144,0.0140144,0.0372122,0.0435356,0.0435356,0.0435356,0.0435356,0.0435356,0.0435356,0.0435356,0.04083,0.04083,0.0941354,0.108592,0.108592,0.108592,0.108592,0.108592,0.108592,0.108592,0.0816601,0.00619968,0.0179624,0.0208932
711,0.0853339,0.0853339,0.0608931,0.0542623,0.0542623,0.0542623,0.0542623,0.0542623,0.0542623,0.0542623,0.000617924,0.000617924,0.00178766,0.00207834,0.00207834,0.00207834,0.00207834,0.00207834,0.00207834,0.00207834,0.0140481,0.0140481,0.0373192,0.0436593,0.0436593,0.0436593,0.0436593,0.0436593,0.0436593,0.0436593,0.0409002,0.0409002,0.0943359,0.108824,0.108824,0.108824,0.108824,0.108824,0.108824,0.108824,0.0818005,0.00617924,0.0178766,0.0207834
712,0.0853027,0.0853027,0.0607964,0.0541516,0.0541516,0.0541516,0.0541516,0.0541516,0.0541516,0.0541516,0.000615737,0.000615737,0.00177871,0.00206695,0.00206695,0.00206695,0.00206695,0.00206695,0.00206695,0.00206695,0.0140816,0.0140816,0.0374249,0.0437814,0.0437814,0.0437814,0.0437814,0.0437814,0.0437814,0.0437814,0.04097,0.04097,0.094535,0.109055,0.109055,0.109055,0.109055,0.109055,0.109055,0.109055,0.0819401,0.00615737,0.0177871,0.0206695
713,0.0852719,0.0852719,0.0607013,0.054043,0.054043,0.054043,0.054043,0.054043,0.054043,0.054043,0.000613412,0.000613412,0.00176942,0.00205519,0.00205519,0.00205519,0.00205519,0.00205519,0.00205519,0.00205519,0.0141147,0.0141147,0.0375293,0.0439018,0.0439018,0.0439018,0.0439018,0.0439018,0.0439018,0.0439018,0.0410394,0.0410394,0.0947327,0.109284,0.109284,0.109284,0.109284,0.109284,0.109284,0.109284,0.0820788,0.00613412,0.0176942,0.0205519
714,0.0852416,0.0852416,0.060608,0.0539364,0.0539364,0.0539364,0.0539364,0.0539364,0.0539364,0.0539364,0.000610951,0.000610951,0.00175979,0.00204305,0.00204305,0.00204305,0.00204305,0.00204305,0.00204305,0.00204305,0.0141474,0.0141474,0.0376322,0.0440205,0.0440205,0.0440205,0.0440205,0.0440205,0.0440205,0.0440205,0.0411084,0.0411084,0.094929,0.109511,0.109511,0.109511,0.109511,0.109511,0.109511,0.109511,0.0822168,0.00610951,0.0175979,0.0204305
715,0.0852119,0.0852119,0.0605164,0.053832,0.053832,0.053832,0.053832,0.053832,0.053832,0.053832,0.000608359,0.000608359,0.00174983,0.00203057,0.00203057,0.00203057,0.00203057,0.00203057,0.00203057,0.00203057,0.0141797,0.0141797,0.0377337,0.0441374,0.0441374,0.0441374,0.0441374,0.0441374,0.0441374,0.0441374,0.0411769,0.0411769,0.0951238,0.109736,0.109736,0.109736,0.109736,0.109736,0.109736,0.109736,0.0823539,0.00608359,0.0174983,0.0203057
716,0.0851827,0.0851827,0.0604266,0.0537297,0.0537297,0.0537297,0.0537297,0.0537297,0.0537297,0.0537297,0.000605639,0.000605639,0.00173956,0.00201774,0.00201774,0.00201774,0.00201774,0.00201774,0.00201774,0.00201774,0.0142117,0.0142117,0.0378338,0.0442525,0.0442525,0.0442525,0.0442525,0.0442525,0.0442525,0.0442525,0.0412451,0.0412451,0.0953172,0.109959,0.109959,0.109959,0.109959,0.109959,0.109959,0.109959,0.0824901,0.00605639,0.0173956,0.0201774
717,0.085154,0.085154,0.0603386,0.0536296,0.0536296,0.0536296,0.0536296,0.0536296,0.0536296,0.0536296,0.000602796,0.000602796,0.00172899,0.0020046,0.0020046,0.0020046,0.0020046,0.0020046,0.0020046,0.0020046,0.0142432,0.0142432,0.0379324,0.0443658,0.0443658,0.0443658,0.0443658,0.0443658,0.0443658,0.0443658,0.0413127,0.0413127,0.095509,0.110181,0.110181,0.110181,0.110181,0.110181,0.110181,0.110181,0.0826254,0.00602796,0.0172899,0.020046
